date,store,item,sales,year,month,quarter,day,day_of_week,day_of_year,week_of_year,is_weekend,lag_7,lag_14,lag_30,lag_90,rolling_mean_7,rolling_mean_30,rolling_std_7,rolling_std_30,forecast_demand,avg_daily_demand,demand_std,safety_stock,reorder_point,current_inventory,inventory_status
2017-12-31,3,43,46,2017,12,4,31,6,365,52,1,58.0,68.0,68.0,43.0,45.71428571428572,51.3,7.3646517390904656,9.05595631767238,55.4412,51.3,9.05595631767238,39.533683695701846,398.6336836957018,157,Reorder Required
2017-12-31,3,44,37,2017,12,4,31,6,365,52,1,33.0,31.0,28.0,24.0,27.285714285714285,27.133333333333333,6.047431568147626,4.790315901564679,31.106243,27.133333333333333,4.790315901564679,20.9120745520142,210.84540788534753,104,Reorder Required
2017-12-31,3,45,103,2017,12,4,31,6,365,52,1,94.0,76.0,69.0,80.0,84.0,77.53333333333333,14.548768561863088,11.476312435902068,87.40432,77.53333333333333,11.476312435902068,50.099723311233355,592.8330566445667,293,Reorder Required
2017-12-31,3,46,71,2017,12,4,31,6,365,52,1,77.0,68.0,69.0,54.0,59.142857142857146,60.03333333333333,13.409307357560388,12.152715982328116,69.00483,60.03333333333333,12.152715982328116,53.05255600134635,473.2858893346797,113,Reorder Required
2017-12-31,3,47,26,2017,12,4,31,6,365,52,1,22.0,30.0,22.0,19.0,20.857142857142858,22.166666666666668,1.463850109422534,4.177801214574947,24.752102,22.166666666666668,4.177801214574947,18.238148017367692,173.40481468403436,298,Healthy
2017-12-31,3,48,59,2017,12,4,31,6,365,52,1,67.0,52.0,49.0,33.0,53.42857142857143,50.6,8.657504314314666,8.311188968430999,58.157684,50.6,8.311188968430999,36.282409531057596,390.48240953105756,180,Reorder Required
2017-12-31,3,49,25,2017,12,4,31,6,365,52,1,38.0,35.0,29.0,36.0,31.714285714285715,28.83333333333333,11.116268644263211,8.030473569293731,33.825382,28.83333333333333,8.030473569293731,35.056949357806914,236.89028269114021,278,Healthy
2017-12-31,3,50,77,2017,12,4,31,6,365,52,1,87.0,68.0,56.0,60.0,66.85714285714286,63.6,12.198750911856663,10.490060977436944,69.068954,63.6,10.490060977436944,45.794252763932136,490.99425276393214,100,Reorder Required
2017-12-31,4,1,23,2017,12,4,31,6,365,52,1,25.0,18.0,17.0,23.0,21.285714285714285,20.433333333333334,5.154748157905317,4.994364640364134,24.121859,20.433333333333334,4.994364640364134,21.80284721204377,164.8361805453771,184,Healthy
2017-12-31,4,2,58,2017,12,4,31,6,365,52,1,71.0,74.0,46.0,61.0,52.0,53.0,9.729679679550738,9.73794568720152,60.543278,53.0,9.73794568720152,42.510901238832176,413.51090123883216,70,Reorder Required
2017-12-31,4,4,30,2017,12,4,31,6,365,52,1,29.0,21.0,19.0,22.0,23.571428571428573,21.066666666666663,5.287001130355571,5.394335044721593,25.101051,21.066666666666663,5.394335044721593,23.54891387787481,171.01558054454145,122,Reorder Required
2017-12-31,4,35,61,2017,12,4,31,6,365,52,1,59.0,77.0,69.0,63.0,56.57142857142857,58.23333333333333,6.754187413675088,9.5977128501548,66.922874,58.23333333333333,9.5977128501548,41.898716238255574,449.53204957158886,216,Reorder Required
2017-12-31,4,36,91,2017,12,4,31,6,365,52,1,82.0,82.0,67.0,80.0,71.85714285714286,70.63333333333334,8.952254305082686,12.726522219997117,81.95746,70.63333333333334,12.726522219997117,55.55750120060253,549.9908345339359,67,Reorder Required
2017-12-31,4,37,29,2017,12,4,31,6,365,52,1,28.0,33.0,32.0,38.0,22.428571428571427,26.6,6.241184258807005,6.815803137839868,29.369566,26.6,6.815803137839868,29.75431814503167,215.9543181450317,181,Reorder Required
2017-12-31,5,20,32,2017,12,4,31,6,365,52,1,29.0,35.0,33.0,34.0,30.142857142857142,31.03333333333333,4.525062483125619,5.933443108890251,35.019756,31.03333333333333,5.933443108890251,25.902384559381346,243.13571789271467,138,Reorder Required
2017-12-31,5,21,32,2017,12,4,31,6,365,52,1,25.0,33.0,27.0,24.0,23.285714285714285,25.33333333333333,3.5456210417112324,5.664976083178741,28.092493,25.33333333333333,5.664976083178741,24.730394533712506,202.06372786704583,109,Reorder Required
2017-12-31,5,22,50,2017,12,4,31,6,365,52,1,53.0,63.0,60.0,58.0,52.57142857142857,53.333333333333336,10.03090462615702,8.667550794867932,60.7302,53.333333333333336,8.667550794867932,37.83810340074726,411.17143673408066,63,Reorder Required
2017-12-31,5,23,18,2017,12,4,31,6,365,52,1,22.0,25.0,14.0,15.0,18.142857142857142,18.9,5.45980986935666,5.707526790910974,21.4848,18.9,5.707526790910974,24.916149208481826,157.2161492084818,291,Healthy
2017-12-31,5,24,46,2017,12,4,31,6,365,52,1,59.0,58.0,45.0,35.0,43.57142857142857,41.4,8.383657572069158,7.7619762858484656,47.71899,41.4,7.7619762858484656,33.88482724231414,323.68482724231416,299,Reorder Required
2017-12-31,5,25,59,2017,12,4,31,6,365,52,1,65.0,62.0,49.0,50.0,51.71428571428572,50.6,11.600492600377768,11.226815189996833,57.78741,50.6,11.226815189996833,49.01054566322307,403.21054566322306,58,Reorder Required
2017-12-31,5,26,43,2017,12,4,31,6,365,52,1,28.0,34.0,36.0,27.0,25.857142857142858,29.5,3.8047589248454,5.57550059604942,31.992455,29.5,5.57550059604942,24.339790219534613,230.83979021953462,139,Reorder Required
2017-12-31,5,27,17,2017,12,4,31,6,365,52,1,25.0,10.0,17.0,17.0,15.142857142857142,14.366666666666667,5.814595756329327,4.679252322631289,16.534674,14.366666666666667,4.679252322631289,20.42722764621621,120.99389431288287,102,Reorder Required
2017-12-31,5,28,78,2017,12,4,31,6,365,52,1,60.0,78.0,59.0,77.0,60.142857142857146,57.2,12.253279444412588,9.542644757378332,67.85134,57.2,9.542644757378332,41.65831704846465,442.0583170484647,179,Reorder Required
2017-12-31,5,29,57,2017,12,4,31,6,365,52,1,58.0,49.0,32.0,48.0,44.57142857142857,42.6,9.107819769427888,9.01186956760042,49.372494,42.6,9.01186956760042,39.34122344397613,337.54122344397615,133,Reorder Required
2017-12-31,5,30,36,2017,12,4,31,6,365,52,1,28.0,20.0,28.0,22.0,23.857142857142858,25.2,7.425823667638335,5.441855667274546,27.745087,25.2,5.441855667274546,23.75636466442124,200.15636466442123,141,Reorder Required
2017-12-31,5,31,51,2017,12,4,31,6,365,52,1,25.0,49.0,40.0,30.0,34.142857142857146,37.9,7.861903319777214,8.372162411723574,42.740414,37.9,8.372162411723574,36.54858846748449,301.8485884674845,160,Reorder Required
2017-12-31,5,32,27,2017,12,4,31,6,365,52,1,38.0,26.0,25.0,23.0,30.285714285714285,28.433333333333334,8.479667558623017,5.739658366220007,32.139618,28.433333333333334,5.739658366220007,25.05641926835756,224.0897526016909,237,Healthy
2017-12-31,5,33,53,2017,12,4,31,6,365,52,1,45.0,52.0,57.0,47.0,38.85714285714285,42.1,6.3358391032950845,8.074438167707868,48.10823,42.1,8.074438167707868,35.24887635773305,329.94887635773307,248,Reorder Required
2017-12-31,5,34,16,2017,12,4,31,6,365,52,1,19.0,15.0,17.0,13.0,15.571428571428571,16.1,3.994043183589762,3.8716476043688552,18.271227,16.1,3.8716476043688552,16.901637596644317,129.60163759664434,221,Healthy
2017-12-31,5,35,45,2017,12,4,31,6,365,52,1,49.0,46.0,44.0,36.0,44.57142857142857,43.333333333333336,8.303757038376137,7.720699152428038,48.743202,43.333333333333336,7.720699152428038,33.7046323430384,337.03796567637175,57,Reorder Required
2017-12-31,5,36,58,2017,12,4,31,6,365,52,1,60.0,51.0,50.0,52.0,49.57142857142857,52.333333333333336,12.10863525006225,10.17208259737484,57.918728,52.333333333333336,10.17208259737484,44.40612143263195,410.7394547659653,224,Reorder Required
2017-12-31,5,37,11,2017,12,4,31,6,365,52,1,20.0,24.0,18.0,21.0,19.571428571428573,17.566666666666666,6.553806600166134,6.078131140483926,20.912447,17.566666666666666,6.078131140483926,26.53401866570047,149.50068533236714,84,Reorder Required
2017-12-31,5,38,65,2017,12,4,31,6,365,52,1,71.0,61.0,46.0,40.0,57.0,53.63333333333333,10.832051206181076,9.785574651719129,61.243954,53.63333333333333,9.785574651719129,42.71882499110541,418.15215832443874,255,Reorder Required
2017-12-31,5,39,34,2017,12,4,31,6,365,52,1,26.0,37.0,20.0,24.0,29.285714285714285,26.266666666666666,4.820590756130767,5.570447473720435,30.88433,26.266666666666666,5.570447473720435,24.317730866240257,208.18439753290693,130,Reorder Required
2017-12-31,5,40,25,2017,12,4,31,6,365,52,1,22.0,16.0,21.0,20.0,17.0,17.966666666666665,4.2031734043062405,5.3786508584840265,20.1051,17.966666666666665,5.3786508584840265,23.480444724978117,149.24711139164478,213,Healthy
2017-12-31,5,41,14,2017,12,4,31,6,365,52,1,10.0,12.0,19.0,12.0,13.142857142857142,13.933333333333334,4.845223470201457,4.7773411544234285,15.888333,13.933333333333334,4.7773411544234285,20.855433427485707,118.38876676081904,99,Reorder Required
2017-12-31,5,42,23,2017,12,4,31,6,365,52,1,29.0,40.0,21.0,31.0,24.428571428571427,25.03333333333333,5.223572942509089,6.499248409243783,29.036806,25.03333333333333,6.499248409243783,28.37240174949047,203.6057350828238,153,Reorder Required
2017-12-31,5,43,31,2017,12,4,31,6,365,52,1,40.0,60.0,38.0,34.0,33.42857142857143,34.666666666666664,5.883795341363501,8.96865550733204,39.049065,34.666666666666664,8.96865550733204,39.152572910567166,281.8192395772338,181,Reorder Required
2017-12-31,5,44,22,2017,12,4,31,6,365,52,1,19.0,15.0,28.0,28.0,18.428571428571427,17.733333333333334,3.779644730092236,3.9034320295344087,20.87034,17.733333333333334,3.9034320295344087,17.040392176157095,141.17372550949042,51,Reorder Required
2017-12-31,5,45,61,2017,12,4,31,6,365,52,1,46.0,73.0,61.0,63.0,51.71428571428572,52.13333333333333,7.910210399946596,9.676610026718867,59.27808,52.13333333333333,9.676610026718867,42.24314104700614,407.17647438033947,183,Reorder Required
2017-12-31,5,46,35,2017,12,4,31,6,365,52,1,62.0,56.0,43.0,25.0,44.42857142857143,40.0,10.469911538262826,8.717797887081533,46.339073,40.0,8.717797887081533,38.05745656241444,318.0574565624144,103,Reorder Required
2017-12-31,5,19,26,2017,12,4,31,6,365,52,1,27.0,31.0,31.0,22.0,24.714285714285715,25.7,5.089672082242716,5.663860021648513,29.13973,25.7,5.663860021648513,24.72552237863874,204.62552237863875,155,Reorder Required
2017-12-31,5,18,78,2017,12,4,31,6,365,52,1,67.0,79.0,58.0,60.0,55.57142857142857,57.1,7.480132415431417,9.603699000008897,65.79589,57.1,9.603699000008897,41.924848713566334,441.62484871356634,53,Reorder Required
2017-12-31,5,17,23,2017,12,4,31,6,365,52,1,23.0,28.0,23.0,31.0,19.428571428571427,20.9,3.3094381626462703,4.412755804834373,24.492167,20.9,4.412755804834373,19.2638398524799,165.56383985247987,103,Reorder Required
2017-12-31,5,16,26,2017,12,4,31,6,365,52,1,30.0,17.0,10.0,14.0,15.0,15.766666666666667,8.205689083394061,5.150716945967039,17.82533,15.766666666666667,5.150716945967039,22.48540158597958,132.85206825264626,270,Overstock
2017-12-31,4,38,70,2017,12,4,31,6,365,52,1,89.0,88.0,85.0,76.0,74.57142857142857,72.56666666666666,15.3932576458783,11.177820814493758,84.55137,72.56666666666666,11.177820814493758,48.79666122340669,556.7633278900734,240,Reorder Required
2017-12-31,4,39,40,2017,12,4,31,6,365,52,1,60.0,33.0,37.0,30.0,41.0,40.16666666666666,9.556847457888352,7.611621483573196,46.290802,40.16666666666666,7.611621483573196,33.22845490716046,314.3951215738271,195,Reorder Required
2017-12-31,4,40,23,2017,12,4,31,6,365,52,1,24.0,37.0,23.0,28.0,26.142857142857142,27.1,5.209880722517118,5.554432836746723,31.192177,27.1,5.554432836746723,24.24781913407071,213.94781913407073,267,Healthy
2017-12-31,4,41,29,2017,12,4,31,6,365,52,1,28.0,27.0,26.0,18.0,19.571428571428573,20.866666666666667,7.412987316350978,5.981196589619618,24.393536,20.866666666666667,5.981196589619618,26.110851885889918,172.1775185525566,93,Reorder Required
2017-12-31,4,42,48,2017,12,4,31,6,365,52,1,40.0,42.0,34.0,38.0,29.571428571428573,31.166666666666668,5.855400437690929,5.252804396033842,35.49697,31.166666666666668,5.252804396033842,22.931063293994434,241.09772996066113,211,Reorder Required
2017-12-31,4,43,56,2017,12,4,31,6,365,52,1,60.0,63.0,52.0,53.0,47.71428571428572,46.53333333333333,7.409774753983076,8.43119549478407,53.938164,46.53333333333333,8.43119549478407,36.80629678137526,362.5396301147086,251,Reorder Required
2017-12-31,4,44,37,2017,12,4,31,6,365,52,1,38.0,38.0,31.0,22.0,25.0,26.866666666666667,8.640987597877114,6.590135435441858,30.307798,26.866666666666667,6.590135435441858,28.769168122882295,216.83583478954895,239,Healthy
2017-12-31,4,45,68,2017,12,4,31,6,365,52,1,99.0,69.0,77.0,83.0,75.14285714285714,71.93333333333334,16.395411669412965,13.64306905843848,81.040405,71.93333333333334,13.64306905843848,59.55867694970879,563.0920102830421,277,Reorder Required
2017-12-31,4,46,63,2017,12,4,31,6,365,52,1,68.0,62.0,62.0,58.0,54.71428571428572,54.06666666666667,12.270755012281471,10.757301716967577,62.32219,54.06666666666667,10.757301716967577,46.96088944995416,425.42755611662085,63,Reorder Required
2017-12-31,4,47,25,2017,12,4,31,6,365,52,1,23.0,13.0,22.0,20.0,22.571428571428573,20.933333333333334,5.711308748355921,5.310583663833337,24.848167,20.933333333333334,5.310583663833337,23.18329809032366,169.716631423657,144,Reorder Required
2017-12-31,4,48,42,2017,12,4,31,6,365,52,1,52.0,55.0,44.0,46.0,48.0,45.66666666666666,6.733003292241737,9.033780792243515,52.701862,45.66666666666666,9.033780792243515,39.43687666866485,359.1035433353315,97,Reorder Required
2017-12-31,4,49,30,2017,12,4,31,6,365,52,1,27.0,29.0,29.0,23.0,24.428571428571427,25.666666666666668,4.117326918326723,6.00765794823468,28.9204,25.666666666666668,6.00765794823468,26.226368673399698,205.89303534006638,64,Reorder Required
2017-12-31,4,50,81,2017,12,4,31,6,365,52,1,68.0,64.0,57.0,82.0,54.85714285714285,56.66666666666666,9.990471651004157,13.293330796988691,65.33907,56.66666666666666,13.293330796988691,58.031898184504406,454.69856485117106,249,Reorder Required
2017-12-31,3,25,87,2017,12,4,31,6,365,52,1,91.0,101.0,82.0,78.0,80.57142857142857,80.66666666666667,11.773659058212644,12.63092355629797,92.66814,80.66666666666667,12.63092355629797,55.14016622240276,619.8068328890695,255,Reorder Required
2017-12-31,5,1,24,2017,12,4,31,6,365,52,1,14.0,11.0,9.0,23.0,15.428571428571429,14.566666666666666,2.63673679998243,4.328600421521275,16.831932,14.566666666666666,4.328600421521275,18.896460396519178,120.86312706318584,264,Overstock
2017-12-31,5,3,35,2017,12,4,31,6,365,52,1,22.0,24.0,23.0,26.0,24.0,24.366666666666667,3.3166247903554207,4.68661581699316,27.222885,24.366666666666667,4.68661581699316,20.459372904738405,191.02603957140508,298,Healthy
2017-12-31,5,4,15,2017,12,4,31,6,365,52,1,12.0,19.0,11.0,14.0,11.571428571428571,14.566666666666666,2.760262237369475,4.702774920621051,15.146563,14.566666666666666,4.702774920621051,20.529915304593455,122.49658197126013,239,Healthy
2017-12-31,5,5,17,2017,12,4,31,6,365,52,1,10.0,16.0,12.0,16.0,11.571428571428571,12.733333333333333,2.9920529661724866,3.139661011059546,14.549447,12.733333333333333,3.139661011059546,13.706157689910134,102.83949102324345,89,Reorder Required
